#,Title,Difficulty,Acceptance rate,LeetCode Link
311,Sparse Matrix Multiplication,MEDIUM,64.13%,https://leetcode.com/problems/sparse-matrix-multiplication
312,Burst Balloons,HARD,53.84%,https://leetcode.com/problems/burst-balloons
313,Super Ugly Number,MEDIUM,46.3%,https://leetcode.com/problems/super-ugly-number
314,Binary Tree Vertical Order Traversal,MEDIUM,47.2%,https://leetcode.com/problems/binary-tree-vertical-order-traversal
315,Count of Smaller Numbers After Self,HARD,42.41%,https://leetcode.com/problems/count-of-smaller-numbers-after-self
316,Remove Duplicate Letters,MEDIUM,39.29%,https://leetcode.com/problems/remove-duplicate-letters
317,Shortest Distance from All Buildings,HARD,42.87%,https://leetcode.com/problems/shortest-distance-from-all-buildings
318,Maximum Product of Word Lengths,MEDIUM,52.4%,https://leetcode.com/problems/maximum-product-of-word-lengths
319,Bulb Switcher,MEDIUM,45.41%,https://leetcode.com/problems/bulb-switcher
320,Generalized Abbreviation,MEDIUM,53.92%,https://leetcode.com/problems/generalized-abbreviation
321,Create Maximum Number,HARD,27.61%,https://leetcode.com/problems/create-maximum-number
322,Coin Change,MEDIUM,37.65%,https://leetcode.com/problems/coin-change
323,Number of Connected Components in an Undirected Graph,MEDIUM,58.11%,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
324,Wiggle Sort II,MEDIUM,30.79%,https://leetcode.com/problems/wiggle-sort-ii
325,Maximum Size Subarray Sum Equals k,MEDIUM,47.52%,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
326,Power of Three,EASY,42.1%,https://leetcode.com/problems/power-of-three
327,Count of Range Sum,HARD,36.16%,https://leetcode.com/problems/count-of-range-sum
328,Odd Even Linked List,MEDIUM,57.22%,https://leetcode.com/problems/odd-even-linked-list
329,Longest Increasing Path in a Matrix,HARD,45.27%,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
330,Patching Array,HARD,35.06%,https://leetcode.com/problems/patching-array
331,Verify Preorder Serialization of a Binary Tree,MEDIUM,41.08%,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree
332,Reconstruct Itinerary,MEDIUM,38.08%,https://leetcode.com/problems/reconstruct-itinerary
333,Largest BST Subtree,MEDIUM,38.21%,https://leetcode.com/problems/largest-bst-subtree
334,Increasing Triplet Subsequence,MEDIUM,40.84%,https://leetcode.com/problems/increasing-triplet-subsequence
335,Self Crossing,HARD,28.72%,https://leetcode.com/problems/self-crossing
336,Palindrome Pairs,HARD,34.79%,https://leetcode.com/problems/palindrome-pairs
337,House Robber III,MEDIUM,52.03%,https://leetcode.com/problems/house-robber-iii
338,Counting Bits,MEDIUM,70.54%,https://leetcode.com/problems/counting-bits
339,Nested List Weight Sum,MEDIUM,76.72%,https://leetcode.com/problems/nested-list-weight-sum
340,Longest Substring with At Most K Distinct Characters,MEDIUM,45.67%,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
341,Flatten Nested List Iterator,MEDIUM,54.77%,https://leetcode.com/problems/flatten-nested-list-iterator
342,Power of Four,EASY,41.81%,https://leetcode.com/problems/power-of-four
343,Integer Break,MEDIUM,51.36%,https://leetcode.com/problems/integer-break
344,Reverse String,EASY,70.6%,https://leetcode.com/problems/reverse-string
345,Reverse Vowels of a String,EASY,45.16%,https://leetcode.com/problems/reverse-vowels-of-a-string
346,Moving Average from Data Stream,EASY,73.54%,https://leetcode.com/problems/moving-average-from-data-stream
347,Top K Frequent Elements,MEDIUM,62.54%,https://leetcode.com/problems/top-k-frequent-elements
348,Design Tic-Tac-Toe,MEDIUM,55.7%,https://leetcode.com/problems/design-tic-tac-toe
349,Intersection of Two Arrays,EASY,65.14%,https://leetcode.com/problems/intersection-of-two-arrays
350,Intersection of Two Arrays II,EASY,52.05%,https://leetcode.com/problems/intersection-of-two-arrays-ii
351,Android Unlock Patterns,MEDIUM,49.76%,https://leetcode.com/problems/android-unlock-patterns
352,Data Stream as Disjoint Intervals,HARD,48.79%,https://leetcode.com/problems/data-stream-as-disjoint-intervals
353,Design Snake Game,MEDIUM,36.08%,https://leetcode.com/problems/design-snake-game
354,Russian Doll Envelopes,HARD,37.58%,https://leetcode.com/problems/russian-doll-envelopes
355,Design Twitter,MEDIUM,31.57%,https://leetcode.com/problems/design-twitter
356,Line Reflection,MEDIUM,33.06%,https://leetcode.com/problems/line-reflection
357,Count Numbers with Unique Digits,MEDIUM,48.93%,https://leetcode.com/problems/count-numbers-with-unique-digits
358,Rearrange String k Distance Apart,HARD,35.71%,https://leetcode.com/problems/rearrange-string-k-distance-apart
359,Logger Rate Limiter,EASY,72.46%,https://leetcode.com/problems/logger-rate-limiter
360,Sort Transformed Array,MEDIUM,49.83%,https://leetcode.com/problems/sort-transformed-array
361,Bomb Enemy,MEDIUM,46.77%,https://leetcode.com/problems/bomb-enemy
362,Design Hit Counter,MEDIUM,65.44%,https://leetcode.com/problems/design-hit-counter
363,Max Sum of Rectangle No Larger Than K,HARD,38.47%,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k
364,Nested List Weight Sum II,MEDIUM,63.86%,https://leetcode.com/problems/nested-list-weight-sum-ii
365,Water and Jug Problem,MEDIUM,31.22%,https://leetcode.com/problems/water-and-jug-problem
366,Find Leaves of Binary Tree,MEDIUM,72.05%,https://leetcode.com/problems/find-leaves-of-binary-tree
367,Valid Perfect Square,EASY,42.1%,https://leetcode.com/problems/valid-perfect-square
368,Largest Divisible Subset,MEDIUM,38.39%,https://leetcode.com/problems/largest-divisible-subset
369,Plus One Linked List,MEDIUM,59.61%,https://leetcode.com/problems/plus-one-linked-list
370,Range Addition,MEDIUM,63.67%,https://leetcode.com/problems/range-addition
371,Sum of Two Integers,MEDIUM,50.6%,https://leetcode.com/problems/sum-of-two-integers
372,Super Pow,MEDIUM,36.77%,https://leetcode.com/problems/super-pow
373,Find K Pairs with Smallest Sums,MEDIUM,37.87%,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
374,Guess Number Higher or Lower,EASY,44.92%,https://leetcode.com/problems/guess-number-higher-or-lower
375,Guess Number Higher or Lower II,MEDIUM,42.37%,https://leetcode.com/problems/guess-number-higher-or-lower-ii
376,Wiggle Subsequence,MEDIUM,42.22%,https://leetcode.com/problems/wiggle-subsequence
377,Combination Sum IV,MEDIUM,46.18%,https://leetcode.com/problems/combination-sum-iv
378,Kth Smallest Element in a Sorted Matrix,MEDIUM,56.38%,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
379,Design Phone Directory,MEDIUM,48.39%,https://leetcode.com/problems/design-phone-directory
380,Insert Delete GetRandom O(1),MEDIUM,49.02%,https://leetcode.com/problems/insert-delete-getrandom-o1
381,Insert Delete GetRandom O(1) - Duplicates allowed,HARD,34.96%,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
382,Linked List Random Node,MEDIUM,54.24%,https://leetcode.com/problems/linked-list-random-node
383,Ransom Note,EASY,53.42%,https://leetcode.com/problems/ransom-note
384,Shuffle an Array,MEDIUM,54.09%,https://leetcode.com/problems/shuffle-an-array
385,Mini Parser,MEDIUM,34.56%,https://leetcode.com/problems/mini-parser
386,Lexicographical Numbers,MEDIUM,54.49%,https://leetcode.com/problems/lexicographical-numbers
387,First Unique Character in a String,EASY,53.84%,https://leetcode.com/problems/first-unique-character-in-a-string
388,Longest Absolute File Path,MEDIUM,43.09%,https://leetcode.com/problems/longest-absolute-file-path
389,Find the Difference,EASY,57.88%,https://leetcode.com/problems/find-the-difference
390,Elimination Game,MEDIUM,45.13%,https://leetcode.com/problems/elimination-game
391,Perfect Rectangle,HARD,31.29%,https://leetcode.com/problems/perfect-rectangle
392,Is Subsequence,EASY,49.51%,https://leetcode.com/problems/is-subsequence
393,UTF-8 Validation,MEDIUM,38.1%,https://leetcode.com/problems/utf-8-validation
394,Decode String,MEDIUM,52.89%,https://leetcode.com/problems/decode-string
395,Longest Substring with At Least K Repeating Characters,MEDIUM,43.62%,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
396,Rotate Function,MEDIUM,36.66%,https://leetcode.com/problems/rotate-function
397,Integer Replacement,MEDIUM,33.54%,https://leetcode.com/problems/integer-replacement
398,Random Pick Index,MEDIUM,58.21%,https://leetcode.com/problems/random-pick-index
399,Evaluate Division,MEDIUM,54.54%,https://leetcode.com/problems/evaluate-division
400,Nth Digit,MEDIUM,32.42%,https://leetcode.com/problems/nth-digit
401,Binary Watch,EASY,48.52%,https://leetcode.com/problems/binary-watch
402,Remove K Digits,MEDIUM,28.68%,https://leetcode.com/problems/remove-k-digits
403,Frog Jump,HARD,41.63%,https://leetcode.com/problems/frog-jump
404,Sum of Left Leaves,EASY,52.28%,https://leetcode.com/problems/sum-of-left-leaves
405,Convert a Number to Hexadecimal,EASY,44.51%,https://leetcode.com/problems/convert-a-number-to-hexadecimal
406,Queue Reconstruction by Height,MEDIUM,68.55%,https://leetcode.com/problems/queue-reconstruction-by-height
407,Trapping Rain Water II,HARD,44.45%,https://leetcode.com/problems/trapping-rain-water-ii
408,Valid Word Abbreviation,EASY,31.47%,https://leetcode.com/problems/valid-word-abbreviation
409,Longest Palindrome,EASY,52.26%,https://leetcode.com/problems/longest-palindrome
410,Split Array Largest Sum,HARD,46.6%,https://leetcode.com/problems/split-array-largest-sum
411,Minimum Unique Word Abbreviation,HARD,37.37%,https://leetcode.com/problems/minimum-unique-word-abbreviation
412,Fizz Buzz,EASY,63.57%,https://leetcode.com/problems/fizz-buzz
413,Arithmetic Slices,MEDIUM,59.99%,https://leetcode.com/problems/arithmetic-slices
414,Third Maximum Number,EASY,30.73%,https://leetcode.com/problems/third-maximum-number
415,Add Strings,EASY,48.35%,https://leetcode.com/problems/add-strings
416,Partition Equal Subset Sum,MEDIUM,44.93%,https://leetcode.com/problems/partition-equal-subset-sum
417,Pacific Atlantic Water Flow,MEDIUM,43.9%,https://leetcode.com/problems/pacific-atlantic-water-flow
418,Sentence Screen Fitting,MEDIUM,33.43%,https://leetcode.com/problems/sentence-screen-fitting
419,Battleships in a Board,MEDIUM,71.19%,https://leetcode.com/problems/battleships-in-a-board
420,Strong Password Checker,HARD,13.95%,https://leetcode.com/problems/strong-password-checker
421,Maximum XOR of Two Numbers in an Array,MEDIUM,54.32%,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
422,Valid Word Square,EASY,38.22%,https://leetcode.com/problems/valid-word-square
423,Reconstruct Original Digits from English,MEDIUM,50.87%,https://leetcode.com/problems/reconstruct-original-digits-from-english
424,Longest Repeating Character Replacement,MEDIUM,48.3%,https://leetcode.com/problems/longest-repeating-character-replacement
425,Word Squares,HARD,50.22%,https://leetcode.com/problems/word-squares
426,Convert Binary Search Tree to Sorted Doubly Linked List,MEDIUM,61.47%,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
427,Construct Quad Tree,MEDIUM,62.7%,https://leetcode.com/problems/construct-quad-tree
428,Serialize and Deserialize N-ary Tree,HARD,61.75%,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
429,N-ary Tree Level Order Traversal,MEDIUM,66.84%,https://leetcode.com/problems/n-ary-tree-level-order-traversal
430,Flatten a Multilevel Doubly Linked List,MEDIUM,56.93%,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list
431,Encode N-ary Tree to Binary Tree,HARD,74.81%,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree
432,All O`one Data Structure,HARD,33.16%,https://leetcode.com/problems/all-oone-data-structure
433,Minimum Genetic Mutation,MEDIUM,43.45%,https://leetcode.com/problems/minimum-genetic-mutation
434,Number of Segments in a String,EASY,37.74%,https://leetcode.com/problems/number-of-segments-in-a-string
435,Non-overlapping Intervals,MEDIUM,43.84%,https://leetcode.com/problems/non-overlapping-intervals
436,Find Right Interval,MEDIUM,48.56%,https://leetcode.com/problems/find-right-interval
437,Path Sum III,MEDIUM,48.25%,https://leetcode.com/problems/path-sum-iii
438,Find All Anagrams in a String,MEDIUM,45.14%,https://leetcode.com/problems/find-all-anagrams-in-a-string
439,Ternary Expression Parser,MEDIUM,56.84%,https://leetcode.com/problems/ternary-expression-parser
440,K-th Smallest in Lexicographical Order,HARD,29.87%,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order
441,Arranging Coins,EASY,42.49%,https://leetcode.com/problems/arranging-coins
442,Find All Duplicates in an Array,MEDIUM,69.05%,https://leetcode.com/problems/find-all-duplicates-in-an-array
443,String Compression,MEDIUM,44.02%,https://leetcode.com/problems/string-compression
444,Sequence Reconstruction,MEDIUM,23.63%,https://leetcode.com/problems/sequence-reconstruction
445,Add Two Numbers II,MEDIUM,56.46%,https://leetcode.com/problems/add-two-numbers-ii
446,Arithmetic Slices II - Subsequence,HARD,33.54%,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
447,Number of Boomerangs,MEDIUM,52.51%,https://leetcode.com/problems/number-of-boomerangs
448,Find All Numbers Disappeared in an Array,EASY,56.11%,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
449,Serialize and Deserialize BST,MEDIUM,54.24%,https://leetcode.com/problems/serialize-and-deserialize-bst
450,Delete Node in a BST,MEDIUM,45.45%,https://leetcode.com/problems/delete-node-in-a-bst
451,Sort Characters By Frequency,MEDIUM,64.56%,https://leetcode.com/problems/sort-characters-by-frequency
452,Minimum Number of Arrows to Burst Balloons,MEDIUM,49.75%,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
453,Minimum Moves to Equal Array Elements,EASY,50.92%,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
454,4Sum II,MEDIUM,54.62%,https://leetcode.com/problems/4sum-ii
455,Assign Cookies,EASY,50.42%,https://leetcode.com/problems/assign-cookies
456,132 Pattern,MEDIUM,30.71%,https://leetcode.com/problems/132-pattern
457,Circular Array Loop,MEDIUM,30.26%,https://leetcode.com/problems/circular-array-loop
458,Poor Pigs,HARD,54.57%,https://leetcode.com/problems/poor-pigs
459,Repeated Substring Pattern,EASY,43.34%,https://leetcode.com/problems/repeated-substring-pattern
460,LFU Cache,HARD,36.32%,https://leetcode.com/problems/lfu-cache
461,Hamming Distance,EASY,73.24%,https://leetcode.com/problems/hamming-distance
462,Minimum Moves to Equal Array Elements II,MEDIUM,54.4%,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
463,Island Perimeter,EASY,66.78%,https://leetcode.com/problems/island-perimeter
464,Can I Win,MEDIUM,29.68%,https://leetcode.com/problems/can-i-win
465,Optimal Account Balancing,HARD,48.38%,https://leetcode.com/problems/optimal-account-balancing
466,Count The Repetitions,HARD,28.64%,https://leetcode.com/problems/count-the-repetitions
467,Unique Substrings in Wraparound String,MEDIUM,36.13%,https://leetcode.com/problems/unique-substrings-in-wraparound-string
468,Validate IP Address,MEDIUM,25.07%,https://leetcode.com/problems/validate-ip-address
469,Convex Polygon,MEDIUM,37.55%,https://leetcode.com/problems/convex-polygon
470,Implement Rand10() Using Rand7(),MEDIUM,46.05%,https://leetcode.com/problems/implement-rand10-using-rand7
471,Encode String with Shortest Length,HARD,49.49%,https://leetcode.com/problems/encode-string-with-shortest-length
472,Concatenated Words,HARD,43.76%,https://leetcode.com/problems/concatenated-words
473,Matchsticks to Square,MEDIUM,38.24%,https://leetcode.com/problems/matchsticks-to-square
474,Ones and Zeroes,MEDIUM,43.84%,https://leetcode.com/problems/ones-and-zeroes
475,Heaters,MEDIUM,33.69%,https://leetcode.com/problems/heaters
476,Number Complement,EASY,65.17%,https://leetcode.com/problems/number-complement
477,Total Hamming Distance,MEDIUM,50.63%,https://leetcode.com/problems/total-hamming-distance
478,Generate Random Point in a Circle,MEDIUM,39.1%,https://leetcode.com/problems/generate-random-point-in-a-circle
479,Largest Palindrome Product,HARD,29.67%,https://leetcode.com/problems/largest-palindrome-product
480,Sliding Window Median,HARD,38.86%,https://leetcode.com/problems/sliding-window-median
481,Magical String,MEDIUM,48.11%,https://leetcode.com/problems/magical-string
482,License Key Formatting,EASY,43.11%,https://leetcode.com/problems/license-key-formatting
483,Smallest Good Base,HARD,36.3%,https://leetcode.com/problems/smallest-good-base
484,Find Permutation,MEDIUM,64.3%,https://leetcode.com/problems/find-permutation
485,Max Consecutive Ones,EASY,52.68%,https://leetcode.com/problems/max-consecutive-ones
486,Predict the Winner,MEDIUM,48.98%,https://leetcode.com/problems/predict-the-winner
487,Max Consecutive Ones II,MEDIUM,47.97%,https://leetcode.com/problems/max-consecutive-ones-ii
488,Zuma Game,HARD,38.12%,https://leetcode.com/problems/zuma-game
